Co_Ref,Prospect_Outcome,Prospect_Renewal_Date,Call_Date,Membership_Renewal_Decision,Serious_Complaint,Other_Complaint,Discussion_on_Price_Increase,Renewal_Impact_Due_to_Price_Increase,Discount_or_Waiver_Requested,Call_Reschedule_Request,Explicit_Competitor_Mention,Explicit_Switching_Intent,Mentioned_Competitors,Desire_To_Cancel,Discount_Offered,Call_Number,call_year,rc_flag
BQ9684,Won,2025-08-17,2025-07-21,Yes,No,Yes,No,No,No,No,No,No,Yes,Renewed,Yes,2.0,2025.0,1
BR0262,Won,2025-04-01,2025-03-05,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BR0397,Won,2025-01-16,2025-01-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BR0890,Churned,2023-01-23,,,,,,,,,,,,,,,,0
BR0894,Won,2025-11-04,2025-10-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BR0908,Won,2026-01-14,2025-12-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BR1038,Won,2025-01-28,2025-01-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BR1150,Churned,2023-12-02,,,,,,,,,,,,,,,,0
BR1242,Churned,2026-02-05,,,,,,,,,,,,,,,,0
BR1243,Churned,2023-08-31,,,,,,,,,,,,,,,,0
BR1298,Won,2024-07-12,2024-06-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
BR2085,Won,2025-01-21,,,,,,,,,,,,,,,,0
BR2085,Won,2026-01-21,,,,,,,,,,,,,,,,0
BR2085,Won,2024-01-21,,,,,,,,,,,,,,,,0
BR2085,Won,2023-01-21,,,,,,,,,,,,,,,,0
BR2666,Won,2024-11-20,,,,,,,,,,,,,,,,0
BR2666,Won,2025-11-20,,,,,,,,,,,,,,,,0
BR2666,Won,2023-11-20,,,,,,,,,,,,,,,,0
BR2726,Churned,2024-09-26,,,,,,,,,,,,,,,,0
BR2726,Won,2023-09-26,,,,,,,,,,,,,,,,0
BR3041,Churned,2024-01-20,,,,,,,,,,,,,,,,0
BR3041,Won,2023-01-20,,,,,,,,,,,,,,,,0
BR3054,Won,2025-04-18,,,,,,,,,,,,,,,,0
BR3054,Churned,2023-12-15,,,,,,,,,,,,,,,,0
BR3266,Won,2025-02-27,2025-02-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
BR3266,Won,2026-02-27,2026-02-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2026.0,1
BR3795,Won,2025-03-14,,,,,,,,,,,,,,,,0
BR3795,Won,2026-03-14,,,,,,,,,,,,,,,,0
BR4197,Won,2026-01-15,,,,,,,,,,,,,,,,0
BR4251,Won,2025-10-03,2025-09-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BR4254,Won,2025-09-29,2025-09-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,10.0,2025.0,1
BR4263,Won,2024-10-03,2024-09-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BR4263,Won,2025-10-03,2025-09-15,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
BR4658,Won,2025-02-03,,,,,,,,,,,,,,,,0
BR4658,Won,2026-02-03,,,,,,,,,,,,,,,,0
BR4658,Won,2024-02-03,,,,,,,,,,,,,,,,0
BR4658,Won,2023-02-03,,,,,,,,,,,,,,,,0
BR4669,Won,2025-01-26,,,,,,,,,,,,,,,,0
BR4669,Won,2026-01-26,,,,,,,,,,,,,,,,0
BR4987,Won,2025-11-29,2025-11-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BR5065,Won,2026-03-10,2026-02-11,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,2.0,2026.0,1
BR5072,Won,2026-02-28,,,,,,,,,,,,,,,,0
BR5072,Won,2025-02-28,,,,,,,,,,,,,,,,0
BR5192,Won,2025-02-03,2025-01-20,No,No,No,No,No,No,No,Yes,No,Yes,Not Discussed,No,1.0,2025.0,1
BR5318,Won,2025-11-28,2025-11-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
BR6346,Won,2025-07-31,,,,,,,,,,,,,,,,0
BR6346,Won,2024-07-31,,,,,,,,,,,,,,,,0
BR6346,Won,2023-07-31,,,,,,,,,,,,,,,,0
BR6387,Won,2026-01-21,2025-12-08,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2025.0,1
BR6563,Churned,2023-06-28,,,,,,,,,,,,,,,,0
BR6663,Churned,2023-11-03,,,,,,,,,,,,,,,,0
BR6865,Won,2026-01-21,2026-01-06,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
BR6912,Won,2026-02-06,,,,,,,,,,,,,,,,0
BR7059,Churned,2025-10-01,,,,,,,,,,,,,,,,0
BR7059,Won,2024-10-01,,,,,,,,,,,,,,,,0
BR7059,Won,2023-10-01,,,,,,,,,,,,,,,,0
BR7198,Churned,2023-03-25,,,,,,,,,,,,,,,,0
BR7359,Won,2024-07-05,2024-06-21,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
BR7362,Won,2026-01-09,2025-12-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
BR7379,Churned,2023-01-15,,,,,,,,,,,,,,,,0
BR7429,Won,2024-11-18,2024-10-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BR7429,Won,2025-11-18,2025-10-23,No,No,No,No,No,No,Yes,No,No,No,Renewed,No,2.0,2025.0,1
BR7669,Churned,2024-11-06,,,,,,,,,,,,,,,,0
BR7669,Won,2023-11-06,,,,,,,,,,,,,,,,0
BR7840,Won,2025-09-16,2025-08-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BR7901,Churned,2023-07-20,,,,,,,,,,,,,,,,0
BR8060,Won,2026-01-22,2026-01-06,No,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,5.0,2026.0,1
BR8299,Won,2026-01-22,2025-12-08,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
BR8405,Won,2025-05-16,,,,,,,,,,,,,,,,0
BR8405,Won,2024-05-16,,,,,,,,,,,,,,,,0
BR8405,Won,2023-05-16,,,,,,,,,,,,,,,,0
BR8538,Won,2025-01-22,2024-12-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BR8538,Won,2026-01-22,2025-12-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BR9044,Won,2025-08-30,,,,,,,,,,,,,,,,0
BR9589,Churned,2023-05-27,,,,,,,,,,,,,,,,0
BR9993,Won,2025-10-10,,,,,,,,,,,,,,,,0
BS0182,Won,2024-06-13,2024-05-20,No,No,Yes,Yes,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
BS0310,Won,2025-03-27,,,,,,,,,,,,,,,,0
BS0389,Churned,2025-03-14,,,,,,,,,,,,,,,,0
BS0389,Won,2024-03-14,,,,,,,,,,,,,,,,0
BS0389,Won,2023-03-14,,,,,,,,,,,,,,,,0
BS0706,Won,2026-01-04,2025-12-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BS0743,Won,2025-06-09,,,,,,,,,,,,,,,,0
BS0743,Won,2024-06-09,,,,,,,,,,,,,,,,0
BS0743,Won,2023-06-09,,,,,,,,,,,,,,,,0
BS0844,Won,2025-11-24,2025-11-04,No,No,Yes,No,No,Yes,No,No,No,Yes,Desired to Cancel,No,2.0,2025.0,1
BS0913,Churned,2024-06-16,,,,,,,,,,,,,,,,0
BS0913,Won,2023-06-16,,,,,,,,,,,,,,,,0
BS1155,Won,2026-02-28,2026-02-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
BS1400,Won,2025-08-22,,,,,,,,,,,,,,,,0
BS1400,Won,2024-08-22,,,,,,,,,,,,,,,,0
BS1400,Won,2023-08-22,,,,,,,,,,,,,,,,0
BS2121,Won,2025-12-11,2025-11-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BS2328,Won,2025-11-01,2025-10-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BS2724,Won,2025-01-15,2024-12-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BS2874,Won,2025-05-08,,,,,,,,,,,,,,,,0
BS3448,Churned,2026-02-25,2026-01-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
BS4163,Churned,2024-05-07,2024-04-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
BS4182,Won,2025-12-09,,,,,,,,,,,,,,,,0
BS4891,Won,2024-12-16,,,,,,,,,,,,,,,,0
BS4891,Won,2025-12-16,,,,,,,,,,,,,,,,0
BS4891,Won,2023-12-16,,,,,,,,,,,,,,,,0
BS5040,Won,2024-09-13,2024-08-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BS5406,Won,2025-10-17,,,,,,,,,,,,,,,,0
BS5471,Won,2025-07-16,,,,,,,,,,,,,,,,0
BS5471,Won,2024-07-16,,,,,,,,,,,,,,,,0
BS5471,Won,2023-07-16,,,,,,,,,,,,,,,,0
BS5492,Won,2025-09-30,2025-09-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BS5945,Churned,2025-09-02,,,,,,,,,,,,,,,,0
BS6586,Won,2025-08-28,2025-08-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BS6658,Won,2025-03-01,2025-02-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BS6658,Churned,2026-03-01,2026-02-04,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,5.0,2026.0,1
BS6673,Won,2024-04-28,2024-04-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BS6747,Won,2025-05-12,,,,,,,,,,,,,,,,0
BS6747,Won,2024-05-12,,,,,,,,,,,,,,,,0
BS6747,Won,2023-05-12,,,,,,,,,,,,,,,,0
BS6757,Churned,2024-09-23,2024-08-29,Yes,No,No,Yes,Yes,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
BS6998,Won,2025-02-24,,,,,,,,,,,,,,,,0
BS6998,Won,2026-02-24,,,,,,,,,,,,,,,,0
BS6998,Won,2024-02-24,,,,,,,,,,,,,,,,0
BS7007,Churned,2023-09-01,,,,,,,,,,,,,,,,0
BS7021,Churned,2023-02-05,,,,,,,,,,,,,,,,0
BS7557,Won,2025-05-30,,,,,,,,,,,,,,,,0
BS7784,Churned,2023-10-28,,,,,,,,,,,,,,,,0
BS7869,Won,2025-03-29,2025-03-06,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BS8098,Churned,2023-01-22,,,,,,,,,,,,,,,,0
BS8337,Won,2026-01-23,2026-01-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2026.0,1
BS8546,Churned,2023-02-01,,,,,,,,,,,,,,,,0
BS8549,Won,2025-03-05,2025-02-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BS8549,Won,2026-03-05,2026-02-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
BS8576,Churned,2024-01-22,,,,,,,,,,,,,,,,0
BS8576,Won,2023-01-22,,,,,,,,,,,,,,,,0
BS8827,Won,2025-08-17,,,,,,,,,,,,,,,,0
BS8827,Won,2024-08-17,,,,,,,,,,,,,,,,0
BS8827,Won,2023-08-17,,,,,,,,,,,,,,,,0
BS9126,Won,2025-10-17,,,,,,,,,,,,,,,,0
BS9473,Won,2024-08-07,2024-07-24,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,2.0,2024.0,1
BS9754,Won,2025-04-29,2025-04-02,unknown,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BS9790,Churned,2024-01-07,,,,,,,,,,,,,,,,0
BS9790,Won,2023-01-07,,,,,,,,,,,,,,,,0
BS9849,Won,2025-03-22,,,,,,,,,,,,,,,,0
BS9849,Won,2026-03-22,,,,,,,,,,,,,,,,0
BS9849,Won,2024-03-22,,,,,,,,,,,,,,,,0
BS9849,Won,2023-03-22,,,,,,,,,,,,,,,,0
BT0033,Churned,2024-02-13,,,,,,,,,,,,,,,,0
BT0864,Churned,2023-06-29,,,,,,,,,,,,,,,,0
BT1205,Won,2026-01-22,2025-12-19,No,No,Yes,Yes,No,Yes,No,No,No,No,Desired to Cancel,No,3.0,2025.0,1
BT1861,Won,2025-10-11,,,,,,,,,,,,,,,,0
BT1861,Won,2024-10-11,,,,,,,,,,,,,,,,0
BT1861,Won,2023-10-11,,,,,,,,,,,,,,,,0
BT2595,Won,2024-10-14,2024-09-17,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
BT2639,Won,2024-10-17,2024-09-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
BT2639,Won,2025-10-17,2025-09-22,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
BT2800,Won,2025-04-26,,,,,,,,,,,,,,,,0
BT2800,Won,2026-04-26,,,,,,,,,,,,,,,,0
BT2800,Won,2024-04-26,,,,,,,,,,,,,,,,0
BT2800,Won,2023-04-26,,,,,,,,,,,,,,,,0
BT3062,Won,2024-11-08,,,,,,,,,,,,,,,,0
BT3062,Won,2025-11-08,,,,,,,,,,,,,,,,0
BT3062,Won,2023-11-08,,,,,,,,,,,,,,,,0
BT3605,Won,2025-02-09,2025-01-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BT3795,Churned,2025-04-26,,,,,,,,,,,,,,,,0
BT3795,Won,2024-04-26,,,,,,,,,,,,,,,,0
BT3801,Won,2024-09-15,2024-08-19,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BT3801,Won,2025-09-15,2025-08-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,10.0,2025.0,1
BT3852,Won,2024-10-07,2024-09-17,No,No,Yes,unknown,unknown,unknown,No,No,No,No,Renewed,No,1.0,2024.0,1
BT4128,Won,2025-09-26,2025-09-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
BT4221,Won,2025-03-01,,,,,,,,,,,,,,,,0
BT4221,Won,2026-03-01,,,,,,,,,,,,,,,,0
BT4221,Won,2024-03-01,,,,,,,,,,,,,,,,0
BT4221,Won,2023-03-01,,,,,,,,,,,,,,,,0
BT4355,Won,2025-08-24,2025-08-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BT4551,Won,2026-01-23,,,,,,,,,,,,,,,,0
BT4551,Won,2025-01-23,,,,,,,,,,,,,,,,0
BT4551,Won,2024-01-23,,,,,,,,,,,,,,,,0
BT4551,Won,2023-01-23,,,,,,,,,,,,,,,,0
BT4822,Churned,2023-10-14,,,,,,,,,,,,,,,,0
BT5255,Won,2025-11-11,,,,,,,,,,,,,,,,0
BT5665,Won,2024-11-14,2024-10-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
BT5665,Won,2025-11-14,2025-10-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
BT5666,Won,2025-01-31,,,,,,,,,,,,,,,,0
BT5666,Won,2026-01-31,,,,,,,,,,,,,,,,0
BT5666,Won,2024-01-31,,,,,,,,,,,,,,,,0
BT5666,Won,2023-01-31,,,,,,,,,,,,,,,,0
BT5907,Won,2025-11-28,2025-11-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
BT6068,Won,2024-06-06,2024-05-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2024.0,1
BT6224,Churned,2023-02-13,,,,,,,,,,,,,,,,0
BT6279,Won,2024-06-13,2024-05-17,No,No,No,No,No,No,Yes,No,No,Yes,Renewed,No,1.0,2024.0,1
BT6279,Won,2025-06-13,2025-05-19,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BT6702,Churned,2023-01-23,,,,,,,,,,,,,,,,0
BT6941,Won,2025-01-23,,,,,,,,,,,,,,,,0
BT6941,Won,2026-01-23,,,,,,,,,,,,,,,,0
BT6941,Won,2024-01-23,,,,,,,,,,,,,,,,0
BT6941,Won,2023-01-23,,,,,,,,,,,,,,,,0
BT6952,Won,2024-11-25,2024-11-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
BT6974,Won,2024-09-26,2024-09-04,No,No,No,No,No,Yes,No,No,No,No,Renewed,No,1.0,2024.0,1
BT7636,Churned,2024-10-28,2024-10-01,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
BT7658,Won,2025-01-05,2024-12-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BT7658,Churned,2026-01-05,2025-12-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
BT7804,Churned,2024-09-29,2024-09-12,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
BT7952,Won,2025-06-21,,,,,,,,,,,,,,,,0
BT7952,Won,2024-06-21,,,,,,,,,,,,,,,,0
BT7952,Won,2023-06-21,,,,,,,,,,,,,,,,0
BT8290,Won,2025-06-05,,,,,,,,,,,,,,,,0
BT8300,Churned,2023-06-23,,,,,,,,,,,,,,,,0
BT8417,Won,2024-12-16,2024-11-19,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
BT8890,Churned,2023-07-15,,,,,,,,,,,,,,,,0
BT9232,Churned,2025-05-24,2025-05-09,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,2.0,2025.0,1
BT9301,Won,2024-04-27,2024-04-05,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,2.0,2024.0,1
BT9301,Won,2025-04-27,2025-04-01,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
BT9563,Churned,2023-01-16,,,,,,,,,,,,,,,,0
BT9713,Won,2026-01-30,,,,,,,,,,,,,,,,0
BT9713,Won,2025-01-30,,,,,,,,,,,,,,,,0
BT9713,Won,2024-01-30,,,,,,,,,,,,,,,,0
BT9713,Won,2023-01-30,,,,,,,,,,,,,,,,0
BT9891,Churned,2023-12-09,,,,,,,,,,,,,,,,0
BU0060,Won,2024-05-31,2024-05-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
BU0206,Won,2025-08-25,,,,,,,,,,,,,,,,0
BU0206,Churned,2023-05-21,,,,,,,,,,,,,,,,0
BU0206,Won,2024-08-25,,,,,,,,,,,,,,,,0
BU0216,Won,2026-03-07,2026-02-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
BU0788,Won,2025-06-28,2025-06-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BU0953,Won,2026-01-26,,,,,,,,,,,,,,,,0
BU0953,Won,2025-01-26,,,,,,,,,,,,,,,,0
BU0953,Won,2024-01-26,,,,,,,,,,,,,,,,0
BU0953,Won,2023-01-26,,,,,,,,,,,,,,,,0
BU1263,Won,2025-06-15,,,,,,,,,,,,,,,,0
BU1263,Won,2024-06-15,,,,,,,,,,,,,,,,0
BU1263,Won,2023-06-15,,,,,,,,,,,,,,,,0
BU1721,Won,2025-01-24,2025-01-03,No,No,No,unknown,unknown,unknown,No,No,No,No,Renewed,No,1.0,2025.0,1
BU1883,Churned,2025-02-23,2025-01-28,Yes,No,Yes,No,Yes,No,No,No,No,No,Desired to Cancel,No,1.0,2025.0,1
BU1947,Won,2025-05-24,,,,,,,,,,,,,,,,0
BU1947,Won,2024-05-24,,,,,,,,,,,,,,,,0
BU1947,Won,2023-05-24,,,,,,,,,,,,,,,,0
BU2029,Won,2025-11-09,2025-10-21,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
BU2202,Won,2025-01-30,2025-01-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BU2202,Won,2026-01-30,2026-01-16,No,No,Yes,No,No,No,No,No,No,Yes,Desired to Cancel,No,3.0,2026.0,1
BU2402,Won,2025-04-01,,,,,,,,,,,,,,,,0
BU2402,Won,2024-04-01,,,,,,,,,,,,,,,,0
BU2402,Won,2023-04-01,,,,,,,,,,,,,,,,0
BU2656,Won,2024-11-08,2024-10-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
BU2786,Won,2024-06-10,2024-05-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BU2786,Won,2025-06-10,2025-05-20,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,15.0,2025.0,1
BU2954,Won,2025-12-02,,,,,,,,,,,,,,,,0
BU3037,Churned,2023-11-02,,,,,,,,,,,,,,,,0
BU3206,Won,2025-07-31,2025-07-04,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BU3364,Won,2025-06-14,2025-05-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BU3523,Won,2025-04-09,2025-03-13,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BU3536,Won,2025-05-30,2025-05-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BU3622,Won,2026-02-21,2026-01-26,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
BU3744,Won,2024-06-29,2024-06-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
BU3744,Won,2025-06-29,2025-06-03,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,9.0,2025.0,1
BU3766,Won,2024-11-04,2024-10-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
BU3766,Won,2025-11-04,2025-10-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
BU3923,Won,2025-06-10,2025-05-14,Yes,No,No,No,No,No,No,No,No,Yes,Desired to Cancel,Yes,3.0,2025.0,1
BU4236,Won,2025-12-04,2025-10-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,6.0,2025.0,1
BU4522,Won,2024-11-30,,,,,,,,,,,,,,,,0
BU4522,Won,2025-11-30,,,,,,,,,,,,,,,,0
BU4522,Won,2023-11-30,,,,,,,,,,,,,,,,0
BU4714,Won,2025-05-25,,,,,,,,,,,,,,,,0
BU4714,Won,2024-05-25,,,,,,,,,,,,,,,,0
BU4714,Won,2023-05-25,,,,,,,,,,,,,,,,0
BU4779,Won,2025-09-05,2025-08-22,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BU4846,Won,2026-01-13,2025-12-10,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
BU5067,Churned,2023-01-27,,,,,,,,,,,,,,,,0
BU5666,Churned,2025-06-20,2025-05-27,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,1.0,2025.0,1
BU5768,Churned,2023-07-28,,,,,,,,,,,,,,,,0
BU6123,Won,2025-01-22,,,,,,,,,,,,,,,,0
BU6123,Won,2026-01-22,,,,,,,,,,,,,,,,0
BU6123,Won,2024-01-22,,,,,,,,,,,,,,,,0
BU6123,Won,2023-01-22,,,,,,,,,,,,,,,,0
BU6433,Churned,2023-10-11,,,,,,,,,,,,,,,,0
BU6501,Churned,2024-01-27,,,,,,,,,,,,,,,,0
BU6501,Won,2023-01-27,,,,,,,,,,,,,,,,0
BU6771,Churned,2023-03-11,,,,,,,,,,,,,,,,0
BU6828,Won,2025-06-26,,,,,,,,,,,,,,,,0
BU7197,Won,2026-03-02,,,,,,,,,,,,,,,,0
BU7217,Won,2025-02-16,2025-01-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
BU7217,Won,2026-02-16,2026-01-22,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2026.0,1
BU7241,Won,2025-02-20,2025-01-27,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BU7305,Won,2024-09-27,2024-09-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2024.0,1
BU7886,Churned,2024-05-07,,,,,,,,,,,,,,,,0
BU7886,Won,2023-05-07,,,,,,,,,,,,,,,,0
BU8157,Won,2024-06-09,2024-05-13,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BU8157,Won,2025-06-09,2025-05-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BU8201,Won,2024-08-04,2024-07-16,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,2.0,2024.0,1
BU8221,Won,2025-01-19,,,,,,,,,,,,,,,,0
BU8221,Won,2026-01-19,,,,,,,,,,,,,,,,0
BU8221,Won,2024-01-19,,,,,,,,,,,,,,,,0
BU8221,Won,2023-01-19,,,,,,,,,,,,,,,,0
BU8233,Won,2026-02-20,,,,,,,,,,,,,,,,0
BU8233,Won,2025-02-20,,,,,,,,,,,,,,,,0
BU8233,Won,2024-02-20,,,,,,,,,,,,,,,,0
BU8233,Won,2023-02-20,,,,,,,,,,,,,,,,0
BU8316,Won,2025-04-14,2025-03-19,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BU8511,Won,2025-09-07,,,,,,,,,,,,,,,,0
BU8511,Won,2024-09-07,,,,,,,,,,,,,,,,0
BU8511,Won,2023-09-07,,,,,,,,,,,,,,,,0
BU8761,Won,2025-08-12,,,,,,,,,,,,,,,,0
BU8761,Won,2024-08-12,,,,,,,,,,,,,,,,0
BU8761,Won,2023-08-12,,,,,,,,,,,,,,,,0
BU8870,Won,2024-10-17,2024-09-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BU8870,Won,2025-10-17,2025-10-03,No,No,Yes,Yes,No,No,No,No,No,Yes,Desired to Cancel,Yes,5.0,2025.0,1
BU9126,Won,2025-04-01,2025-03-05,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
BU9510,Churned,2024-06-12,2024-05-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
BU9750,Churned,2023-08-29,,,,,,,,,,,,,,,,0
BU9792,Churned,2023-08-15,,,,,,,,,,,,,,,,0
BV0100,Churned,2023-08-08,,,,,,,,,,,,,,,,0
BV0887,Won,2025-06-06,,,,,,,,,,,,,,,,0
BV0887,Won,2024-06-06,,,,,,,,,,,,,,,,0
BV0985,Won,2026-01-16,,,,,,,,,,,,,,,,0
BV1002,Won,2024-11-13,,,,,,,,,,,,,,,,0
BV1002,Won,2025-11-13,,,,,,,,,,,,,,,,0
BV1002,Won,2023-11-13,,,,,,,,,,,,,,,,0
BV1042,Won,2025-02-01,,,,,,,,,,,,,,,,0
BV1042,Won,2024-02-01,,,,,,,,,,,,,,,,0
BV1042,Churned,2026-02-01,,,,,,,,,,,,,,,,0
BV1042,Won,2023-02-01,,,,,,,,,,,,,,,,0
BV1338,Won,2025-01-17,2024-12-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BV1725,Won,2024-05-31,2024-05-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
