Co_Ref,Prospect_Outcome,Prospect_Renewal_Date,Call_Date,Membership_Renewal_Decision,Serious_Complaint,Other_Complaint,Discussion_on_Price_Increase,Renewal_Impact_Due_to_Price_Increase,Discount_or_Waiver_Requested,Call_Reschedule_Request,Explicit_Competitor_Mention,Explicit_Switching_Intent,Mentioned_Competitors,Desire_To_Cancel,Discount_Offered,Call_Number,call_year,rc_flag
WR4958,Won,2024-12-21,2024-11-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
WR5008,Churned,2023-12-02,,,,,,,,,,,,,,,,0
WR5195,Won,2024-08-09,2024-07-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WR5195,Won,2025-08-09,2025-07-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
WR5634,Won,2025-04-25,2025-03-26,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
WR5639,Churned,2023-01-26,,,,,,,,,,,,,,,,0
WR5728,Churned,2023-05-16,,,,,,,,,,,,,,,,0
WR5866,Churned,2023-08-18,,,,,,,,,,,,,,,,0
WR5873,Won,2025-04-25,,,,,,,,,,,,,,,,0
WR5873,Won,2024-04-25,,,,,,,,,,,,,,,,0
WR5873,Won,2023-04-25,,,,,,,,,,,,,,,,0
WR6142,Won,2025-05-26,,,,,,,,,,,,,,,,0
WR6142,Won,2024-05-26,,,,,,,,,,,,,,,,0
WR6142,Won,2023-05-26,,,,,,,,,,,,,,,,0
WR6241,Churned,2026-03-19,,,,,,,,,,,,,,,,0
WR6466,Won,2024-12-18,2024-12-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WR6725,Won,2025-05-20,2025-04-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WR6912,Won,2025-04-04,2025-03-10,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WR6944,Churned,2023-10-23,,,,,,,,,,,,,,,,0
WR7013,Churned,2023-05-23,,,,,,,,,,,,,,,,0
WR7063,Won,2024-05-03,2024-04-08,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
WR7117,Won,2024-06-07,2024-05-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WR7117,Won,2025-06-07,2025-05-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WR7183,Won,2025-02-15,2025-01-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WR7409,Won,2025-06-14,2025-05-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
WR7415,Won,2024-09-15,2024-08-19,No,No,Yes,No,No,No,No,No,No,Yes,Renewed,Yes,1.0,2024.0,1
WR7491,Won,2025-09-20,2025-08-26,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WR7785,Churned,2025-07-09,2025-06-12,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,4.0,2025.0,1
WR8179,Won,2025-06-13,,,,,,,,,,,,,,,,0
WR8179,Won,2024-06-13,,,,,,,,,,,,,,,,0
WR8179,Won,2023-06-13,,,,,,,,,,,,,,,,0
WR8197,Churned,2023-06-07,,,,,,,,,,,,,,,,0
WR8502,Churned,2023-04-25,,,,,,,,,,,,,,,,0
WR8741,Churned,2025-04-25,2025-03-31,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
WR9219,Won,2025-04-26,,,,,,,,,,,,,,,,0
WR9219,Won,2024-04-26,,,,,,,,,,,,,,,,0
WR9219,Won,2023-04-26,,,,,,,,,,,,,,,,0
WR9340,Won,2025-10-22,,,,,,,,,,,,,,,,0
WR9340,Won,2024-10-22,,,,,,,,,,,,,,,,0
WR9340,Won,2023-10-22,,,,,,,,,,,,,,,,0
WR9350,Won,2024-10-23,2024-09-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WR9593,Won,2025-06-28,,,,,,,,,,,,,,,,0
WR9593,Won,2024-06-28,,,,,,,,,,,,,,,,0
WR9593,Won,2023-06-28,,,,,,,,,,,,,,,,0
WS0313,Churned,2025-03-07,,,,,,,,,,,,,,,,0
WS0330,Won,2024-06-14,2024-05-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WS0662,Won,2025-01-31,,,,,,,,,,,,,,,,0
WS0662,Won,2026-01-31,,,,,,,,,,,,,,,,0
WS0662,Won,2024-01-31,,,,,,,,,,,,,,,,0
WS0662,Won,2023-01-31,,,,,,,,,,,,,,,,0
WS0689,Won,2025-03-28,2025-03-14,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WS1609,Won,2024-04-26,2024-04-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
WS1848,Won,2024-04-26,2024-04-11,unknown,No,Yes,No,No,No,No,No,No,Yes,Not Discussed,No,3.0,2024.0,1
WS2152,Churned,2024-09-27,2024-09-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
WS2340,Won,2025-10-14,,,,,,,,,,,,,,,,0
WS2340,Won,2024-10-14,,,,,,,,,,,,,,,,0
WS2340,Won,2023-10-14,,,,,,,,,,,,,,,,0
WS2441,Won,2024-12-19,2024-11-27,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WS2565,Churned,2023-06-11,,,,,,,,,,,,,,,,0
WS2774,Won,2025-06-12,,,,,,,,,,,,,,,,0
WS2774,Won,2024-06-12,,,,,,,,,,,,,,,,0
WS2774,Won,2023-06-12,,,,,,,,,,,,,,,,0
WS2783,Won,2025-10-04,,,,,,,,,,,,,,,,0
WS2919,Won,2025-12-03,2025-11-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,Not Discussed,1.0,2025.0,1
WS3043,Won,2024-05-03,2024-04-19,No,No,Yes,Yes,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
WS3043,Churned,2025-05-03,2025-04-09,Yes,No,Yes,No,Yes,No,No,No,No,No,Desired to Cancel,Yes,12.0,2025.0,1
WS3807,Churned,2023-02-23,,,,,,,,,,,,,,,,0
WS3862,Won,2025-01-27,2025-01-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
WS3875,Won,2024-12-20,2024-11-25,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WS3906,Won,2025-11-30,,,,,,,,,,,,,,,,0
WS3906,Won,2024-11-30,,,,,,,,,,,,,,,,0
WS3911,Won,2025-08-02,,,,,,,,,,,,,,,,0
WS4238,Won,2024-04-26,2024-04-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WS4238,Won,2025-04-26,2025-03-27,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
WS4254,Churned,2023-05-13,,,,,,,,,,,,,,,,0
WS4477,Won,2026-04-29,,,,,,,,,,,,,,,,0
WS4477,Won,2025-04-29,,,,,,,,,,,,,,,,0
WS4477,Won,2024-04-29,,,,,,,,,,,,,,,,0
WS4477,Won,2023-04-29,,,,,,,,,,,,,,,,0
WS4712,Won,2025-09-27,,,,,,,,,,,,,,,,0
WS4712,Won,2024-09-27,,,,,,,,,,,,,,,,0
WS4712,Won,2023-09-27,,,,,,,,,,,,,,,,0
WS4716,Won,2025-04-26,2025-04-08,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WS4831,Won,2025-03-01,,,,,,,,,,,,,,,,0
WS4831,Churned,2026-03-01,,,,,,,,,,,,,,,,0
WS4831,Won,2024-03-01,,,,,,,,,,,,,,,,0
WS4831,Won,2023-03-01,,,,,,,,,,,,,,,,0
WS4955,Churned,2023-04-30,,,,,,,,,,,,,,,,0
WS5194,Won,2025-04-29,,,,,,,,,,,,,,,,0
WS5194,Won,2026-04-29,,,,,,,,,,,,,,,,0
WS5194,Won,2024-04-29,,,,,,,,,,,,,,,,0
WS5194,Won,2023-04-29,,,,,,,,,,,,,,,,0
WS5256,Won,2025-05-18,,,,,,,,,,,,,,,,0
WS5256,Won,2024-05-18,,,,,,,,,,,,,,,,0
WS5256,Won,2023-05-18,,,,,,,,,,,,,,,,0
WS5442,Won,2025-05-17,,,,,,,,,,,,,,,,0
WS5442,Won,2024-05-17,,,,,,,,,,,,,,,,0
WS5442,Won,2023-05-17,,,,,,,,,,,,,,,,0
WS5450,Churned,2023-10-03,,,,,,,,,,,,,,,,0
WS5543,Won,2025-11-25,2025-11-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WS5672,Won,2025-08-26,,,,,,,,,,,,,,,,0
WS5672,Won,2024-08-26,,,,,,,,,,,,,,,,0
WS5672,Won,2023-08-26,,,,,,,,,,,,,,,,0
WS5680,Won,2024-05-04,2024-04-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WS5680,Churned,2025-05-04,2025-04-07,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,2.0,2025.0,1
WS5681,Won,2024-09-01,2024-08-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WS5681,Won,2025-09-01,2025-08-05,No,No,Yes,unknown,unknown,unknown,No,No,No,Yes,Renewed,No,3.0,2025.0,1
WS5787,Won,2024-12-20,,,,,,,,,,,,,,,,0
WS5787,Won,2025-12-20,,,,,,,,,,,,,,,,0
WS5787,Won,2023-12-20,,,,,,,,,,,,,,,,0
WS5804,Churned,2024-01-28,,,,,,,,,,,,,,,,0
WS5804,Won,2023-01-28,,,,,,,,,,,,,,,,0
WS5911,Churned,2025-04-29,2025-04-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
WS5966,Won,2025-06-03,,,,,,,,,,,,,,,,0
WS6069,Won,2025-10-30,2025-10-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WS6150,Churned,2024-03-14,,,,,,,,,,,,,,,,0
WS6150,Won,2023-03-14,,,,,,,,,,,,,,,,0
WS6389,Won,2024-04-29,2024-04-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WS6992,Churned,2023-10-31,,,,,,,,,,,,,,,,0
WS7106,Churned,2024-04-29,2024-04-03,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
WS7823,Won,2025-04-29,2025-04-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
WS7938,Won,2024-12-24,,,,,,,,,,,,,,,,0
WS7938,Won,2025-12-24,,,,,,,,,,,,,,,,0
WS7938,Won,2023-12-24,,,,,,,,,,,,,,,,0
WS8268,Won,2025-04-03,2025-03-07,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
WS8894,Won,2025-12-24,,,,,,,,,,,,,,,,0
WS8894,Won,2024-12-24,,,,,,,,,,,,,,,,0
WS8894,Won,2023-12-24,,,,,,,,,,,,,,,,0
WS8915,Churned,2024-10-06,2024-09-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WS9594,Churned,2024-07-05,2024-06-11,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
WS9610,Won,2025-11-29,2025-11-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
WS9652,Churned,2023-01-12,,,,,,,,,,,,,,,,0
WS9792,Won,2025-02-28,,,,,,,,,,,,,,,,0
WS9792,Won,2026-02-28,,,,,,,,,,,,,,,,0
WS9792,Won,2024-02-28,,,,,,,,,,,,,,,,0
WS9939,Won,2024-11-27,2024-11-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
WS9939,Won,2025-11-27,2025-11-06,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,7.0,2025.0,1
WT0097,Won,2025-01-09,2024-12-13,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,1.0,2024.0,1
WT0097,Won,2026-01-09,2025-12-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WT0282,Won,2025-06-24,2025-06-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WT0412,Churned,2023-07-27,,,,,,,,,,,,,,,,0
WT0452,Won,2025-02-07,2025-01-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WT0588,Won,2024-11-05,2024-10-16,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2024.0,1
WT0760,Won,2025-07-14,,,,,,,,,,,,,,,,0
WT0760,Won,2024-07-14,,,,,,,,,,,,,,,,0
WT0760,Won,2023-07-14,,,,,,,,,,,,,,,,0
WT0799,Won,2025-05-11,2025-04-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
WT0886,Churned,2023-06-24,,,,,,,,,,,,,,,,0
WT1023,Churned,2025-08-29,2025-08-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
WT1169,Churned,2023-04-29,,,,,,,,,,,,,,,,0
WT1284,Churned,2023-01-01,,,,,,,,,,,,,,,,0
WT1342,Won,2025-09-26,,,,,,,,,,,,,,,,0
WT1342,Won,2024-09-26,,,,,,,,,,,,,,,,0
WT1342,Won,2023-09-26,,,,,,,,,,,,,,,,0
WT1552,Won,2025-04-10,,,,,,,,,,,,,,,,0
WT2125,Won,2025-04-29,2025-04-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,16.0,2025.0,1
WT2346,Won,2024-09-29,2024-09-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
WT2364,Churned,2023-05-01,,,,,,,,,,,,,,,,0
WT2366,Won,2025-12-20,2025-11-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
WT2549,Won,2025-02-11,2025-01-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WT2660,Churned,2026-02-12,,,,,,,,,,,,,,,,0
WT3081,Won,2024-04-30,2024-04-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WT3081,Won,2025-04-30,2025-04-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WT3155,Churned,2024-06-21,2024-05-28,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
WT3597,Won,2026-01-23,,,,,,,,,,,,,,,,0
WT3637,Churned,2023-04-30,,,,,,,,,,,,,,,,0
WT3674,Churned,2024-01-06,,,,,,,,,,,,,,,,0
WT3674,Won,2023-01-06,,,,,,,,,,,,,,,,0
WT3798,Churned,2024-10-24,2024-10-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
WT3913,Won,2025-01-03,2024-12-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
WT3913,Won,2026-01-03,2025-12-11,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
WT4242,Won,2025-05-21,,,,,,,,,,,,,,,,0
WT4242,Won,2026-05-21,,,,,,,,,,,,,,,,0
WT4242,Won,2024-05-21,,,,,,,,,,,,,,,,0
WT4242,Won,2023-05-21,,,,,,,,,,,,,,,,0
WT4320,Churned,2024-07-13,2024-06-17,Yes,No,Yes,No,Yes,No,No,No,No,No,Desired to Cancel,Yes,2.0,2024.0,1
WT4391,Won,2025-01-06,,,,,,,,,,,,,,,,0
WT4391,Won,2026-01-06,,,,,,,,,,,,,,,,0
WT4391,Won,2024-01-06,,,,,,,,,,,,,,,,0
WT4391,Won,2023-01-06,,,,,,,,,,,,,,,,0
WT4414,Won,2026-02-12,2026-01-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
WT4515,Won,2025-05-10,,,,,,,,,,,,,,,,0
WT4515,Won,2024-05-10,,,,,,,,,,,,,,,,0
WT4515,Won,2023-05-10,,,,,,,,,,,,,,,,0
WT4907,Won,2025-06-10,2025-05-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WT5350,Churned,2023-12-05,,,,,,,,,,,,,,,,0
WT5920,Won,2024-07-11,2024-06-25,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WT5971,Won,2025-03-05,,,,,,,,,,,,,,,,0
WT5971,Won,2026-03-05,,,,,,,,,,,,,,,,0
WT5971,Won,2024-03-05,,,,,,,,,,,,,,,,0
WT5971,Won,2023-03-05,,,,,,,,,,,,,,,,0
WT6294,Churned,2024-05-25,2024-04-18,No,No,No,No,No,No,unknown,No,No,No,Not Discussed,No,1.0,2024.0,1
WT6303,Won,2025-01-06,2024-12-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WT6303,Won,2026-01-06,2025-12-12,No,No,No,No,No,Yes,No,No,No,No,Renewed,Yes,2.0,2025.0,1
WT6372,Won,2025-01-06,,,,,,,,,,,,,,,,0
WT6372,Won,2026-01-06,,,,,,,,,,,,,,,,0
WT6372,Won,2024-01-06,,,,,,,,,,,,,,,,0
WT6372,Won,2023-01-06,,,,,,,,,,,,,,,,0
WT6427,Won,2025-02-18,2025-01-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WT6427,Won,2026-02-18,2026-01-22,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2026.0,1
WT6436,Won,2024-07-06,2024-06-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WT6436,Won,2025-07-06,2025-06-09,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WT6547,Won,2025-09-12,,,,,,,,,,,,,,,,0
WT6905,Churned,2023-04-30,,,,,,,,,,,,,,,,0
WT7064,Won,2024-07-05,2024-06-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
WT7195,Won,2025-10-14,2025-09-25,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WT7328,Won,2025-02-12,2025-01-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WT7451,Churned,2024-11-17,,,,,,,,,,,,,,,,0
WT7477,Won,2026-02-07,2026-01-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
WT7507,Won,2025-06-20,,,,,,,,,,,,,,,,0
WT7507,Won,2024-06-20,,,,,,,,,,,,,,,,0
WT7507,Won,2023-06-20,,,,,,,,,,,,,,,,0
WT7704,Won,2025-11-25,2025-10-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WT8091,Won,2025-03-20,,,,,,,,,,,,,,,,0
WT8091,Won,2024-03-20,,,,,,,,,,,,,,,,0
WT8091,Won,2023-03-20,,,,,,,,,,,,,,,,0
WT8666,Churned,2023-05-26,,,,,,,,,,,,,,,,0
WU0130,Won,2024-06-16,,,,,,,,,,,,,,,,0
WU0130,Won,2025-06-16,,,,,,,,,,,,,,,,0
WU0130,Won,2023-06-16,,,,,,,,,,,,,,,,0
WU0226,Won,2025-11-10,2025-10-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WU0441,Won,2026-02-25,,,,,,,,,,,,,,,,0
WU0441,Won,2025-02-25,,,,,,,,,,,,,,,,0
WU0441,Won,2024-02-25,,,,,,,,,,,,,,,,0
WU0441,Won,2023-02-25,,,,,,,,,,,,,,,,0
WU0490,Won,2024-05-01,2024-04-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WU0490,Won,2025-05-01,2025-04-04,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WU0824,Won,2026-03-10,2026-02-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2026.0,1
WU1016,Churned,2023-02-24,,,,,,,,,,,,,,,,0
WU1798,Won,2024-08-29,2024-08-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
WU1798,Won,2025-08-29,2025-08-15,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
WU1836,Won,2026-03-06,2026-02-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,8.0,2026.0,1
WU1868,Won,2025-02-14,2025-01-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WU1868,Won,2026-02-14,2026-01-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
WU1924,Won,2024-05-01,2024-04-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WU1924,Won,2025-05-01,2025-04-17,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,8.0,2025.0,1
WU2039,Churned,2026-02-24,,,,,,,,,,,,,,,,0
WU2196,Churned,2023-05-26,,,,,,,,,,,,,,,,0
WU2381,Churned,2023-03-16,,,,,,,,,,,,,,,,0
WU2453,Churned,2024-01-25,,,,,,,,,,,,,,,,0
WU3013,Churned,2024-07-09,2024-06-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
WU3142,Churned,2023-06-10,,,,,,,,,,,,,,,,0
WU3334,Won,2024-09-07,2024-08-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
WU3358,Churned,2024-05-02,2024-04-04,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
WU3445,Won,2025-05-02,2025-04-08,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
WU3474,Won,2026-01-31,2025-12-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,7.0,2025.0,1
WU3481,Churned,2023-10-04,,,,,,,,,,,,,,,,0
WU3630,Churned,2023-09-30,,,,,,,,,,,,,,,,0
WU3655,Churned,2023-01-26,,,,,,,,,,,,,,,,0
WU3845,Won,2025-01-30,,,,,,,,,,,,,,,,0
WU3845,Won,2026-01-30,,,,,,,,,,,,,,,,0
WU3845,Won,2024-01-30,,,,,,,,,,,,,,,,0
WU3845,Won,2023-01-30,,,,,,,,,,,,,,,,0
WU3866,Won,2025-02-23,2025-01-27,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
WU3866,Won,2026-02-23,2026-01-28,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2026.0,1
WU3914,Won,2024-08-14,2024-07-31,Yes,No,No,No,Yes,Yes,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
WU4305,Won,2025-01-19,2024-12-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
WU4305,Won,2026-01-19,2025-12-23,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,4.0,2025.0,1
WU4604,Churned,2023-04-24,,,,,,,,,,,,,,,,0
WU4930,Won,2024-05-13,2024-04-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WU4972,Won,2025-08-07,,,,,,,,,,,,,,,,0
WU5552,Won,2025-04-17,2025-03-28,No,unknown,unknown,No,No,No,No,Yes,No,Yes,Renewed,Yes,2.0,2025.0,1
WU5814,Won,2025-03-17,,,,,,,,,,,,,,,,0
WU5814,Won,2024-03-17,,,,,,,,,,,,,,,,0
WU5814,Won,2023-03-17,,,,,,,,,,,,,,,,0
WU6143,Won,2025-03-02,,,,,,,,,,,,,,,,0
WU6143,Won,2026-03-02,,,,,,,,,,,,,,,,0
WU6143,Won,2024-03-02,,,,,,,,,,,,,,,,0
WU7086,Churned,2023-08-11,,,,,,,,,,,,,,,,0
WU7297,Won,2025-04-05,2025-03-18,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,7.0,2025.0,1
WU7350,Churned,2023-05-20,,,,,,,,,,,,,,,,0
WU7606,Won,2025-01-31,2025-01-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
WU7902,Won,2025-10-29,,,,,,,,,,,,,,,,0
WU7902,Won,2024-10-29,,,,,,,,,,,,,,,,0
WU7902,Won,2023-10-29,,,,,,,,,,,,,,,,0
WU8114,Won,2025-11-24,,,,,,,,,,,,,,,,0
WU8114,Won,2024-11-24,,,,,,,,,,,,,,,,0
WU8114,Won,2023-11-24,,,,,,,,,,,,,,,,0
WU8634,Won,2025-11-23,2025-10-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
WU9017,Churned,2024-03-13,,,,,,,,,,,,,,,,0
WU9017,Won,2023-03-13,,,,,,,,,,,,,,,,0
WU9171,Churned,2023-07-13,,,,,,,,,,,,,,,,0
WU9348,Churned,2023-01-17,,,,,,,,,,,,,,,,0
WU9544,Won,2026-03-04,,,,,,,,,,,,,,,,0
WU9564,Churned,2025-05-19,2025-04-24,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
WU9593,Won,2025-10-29,2025-10-02,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Desired to Cancel,No,6.0,2025.0,1
WU9748,Won,2026-01-16,,,,,,,,,,,,,,,,0
WV0256,Won,2025-05-29,,,,,,,,,,,,,,,,0
WV0256,Won,2024-05-29,,,,,,,,,,,,,,,,0
WV0256,Won,2023-05-29,,,,,,,,,,,,,,,,0
WV0578,Won,2026-01-21,2026-01-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2026.0,1
WV0597,Won,2024-06-29,2024-06-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WV0597,Won,2025-06-29,2025-06-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
WV0609,Churned,2023-09-07,,,,,,,,,,,,,,,,0
WV0643,Won,2024-09-24,2024-08-15,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
WV0786,Won,2025-06-01,,,,,,,,,,,,,,,,0
WV0786,Won,2024-06-01,,,,,,,,,,,,,,,,0
WV0786,Won,2023-06-01,,,,,,,,,,,,,,,,0
WV0954,Won,2026-01-31,,,,,,,,,,,,,,,,0
WV0954,Won,2025-01-31,,,,,,,,,,,,,,,,0
WV0954,Won,2024-01-31,,,,,,,,,,,,,,,,0
WV0954,Won,2023-01-31,,,,,,,,,,,,,,,,0
WV1055,Won,2024-11-06,,,,,,,,,,,,,,,,0
WV1055,Won,2025-11-06,,,,,,,,,,,,,,,,0
WV1055,Won,2023-11-06,,,,,,,,,,,,,,,,0
WV1305,Won,2025-07-08,,,,,,,,,,,,,,,,0
WV1305,Won,2024-07-08,,,,,,,,,,,,,,,,0
WV1305,Won,2023-07-08,,,,,,,,,,,,,,,,0
WV1484,Won,2025-06-13,,,,,,,,,,,,,,,,0
WV1484,Won,2024-06-13,,,,,,,,,,,,,,,,0
WV1484,Won,2023-06-13,,,,,,,,,,,,,,,,0
WV1723,Churned,2023-05-28,,,,,,,,,,,,,,,,0
WV1772,Won,2025-04-20,2025-03-24,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
WV1793,Won,2025-03-11,2025-02-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
WV1838,Won,2026-01-06,,,,,,,,,,,,,,,,0
WV1838,Won,2025-01-06,,,,,,,,,,,,,,,,0
WV1838,Won,2024-01-06,,,,,,,,,,,,,,,,0
WV1838,Won,2023-01-06,,,,,,,,,,,,,,,,0
WV1946,Churned,2026-02-24,,,,,,,,,,,,,,,,0
WV1962,Won,2025-06-17,,,,,,,,,,,,,,,,0
WV1962,Won,2024-06-17,,,,,,,,,,,,,,,,0
